0.0000000000,0.4937897469,0.5019381507,0.4568347596,0.4797476004,0.4969766466,0.4498574426,0.4787300471,0.5302136880,0.5276763844,0.4940953506,0.4964633151,0.2792998990,0.4970382000,0.5346438875,0.5435933773,0.5767330225,0.6019609026,0.5249797250,0.5212621633,0.5683456748,0.5768115004,0.5884319148,0.5674253977,0.5001329225,0.5215277085,0.5302886586,0.4898189595,0.5141541916,0.5068438044,0.5037853424,0.5696365014,0.5042699385,0.5327850571,0.6017698896,0.4989732769,0.5969738904,0.4879320916
0.4937897469,0.0000000000,0.2926408644,0.4793860600,0.4597333744,0.4724831535,0.5007581487,0.5069382004,0.5220091981,0.5160335535,0.3033101331,0.2904449175,0.4858857687,0.5542718559,0.5638070968,0.5552748344,0.5950355404,0.6088928492,0.5126135047,0.5273995246,0.5863732151,0.5648343647,0.6080338154,0.5955931423,0.5374498237,0.5775837861,0.5596262077,0.4594662902,0.5360523285,0.4802270974,0.4919554396,0.5650066016,0.4901649305,0.4734206484,0.5523992683,0.4879063419,0.5250838143,0.5023867348
0.5019381507,0.2926408644,0.0000000000,0.4668456079,0.4594712351,0.4797419370,0.4954141933,0.4861834319,0.5064002695,0.5033987975,0.2766863229,0.2405113569,0.4817770924,0.5307540298,0.5319635314,0.5366177089,0.5604174016,0.5666178493,0.4930912438,0.4741103989,0.5577086532,0.5212241118,0.5831370796,0.5546280080,0.5333189834,0.5750825275,0.5555153326,0.4792831708,0.5278120022,0.5169076114,0.5241379170,0.5738300434,0.5128721385,0.4764253167,0.5656766537,0.4737088745,0.5777562764,0.5017739059
0.4568347596,0.4793860600,0.4668456079,0.0000000000,0.4377975375,0.4299339904,0.3993636421,0.4647800480,0.5085247546,0.5245933542,0.4635442267,0.4770055828,0.4334753943,0.5111820246,0.5336073781,0.5002635224,0.5294647622,0.5427941070,0.4853902874,0.4972771523,0.5218234612,0.5116681289,0.5349387047,0.5373874241,0.4971784651,0.5339112077,0.5147914966,0.4824044215,0.5165745178,0.4921166725,0.5102583212,0.5446896469,0.4878128469,0.4738327055,0.5780958090,0.4620072469,0.5766112637,0.4899637266
0.4797476004,0.4597333744,0.4594712351,0.4377975375,0.0000000000,0.4381401502,0.4383882973,0.4565353435,0.5429434758,0.5425645728,0.4741165615,0.4713048125,0.4478124366,0.5144857331,0.5472931382,0.5454084445,0.5641459790,0.5655090692,0.5087759662,0.4719282952,0.5378769077,0.5384002281,0.5563153438,0.5845039352,0.5264588366,0.5638054027,0.4974162551,0.4670737884,0.5284809377,0.5319827292,0.5337408781,0.5666698753,0.5399096059,0.4868576708,0.5795760378,0.4674573578,0.5477681966,0.4763576998
0.4969766466,0.4724831535,0.4797419370,0.4299339904,0.4381401502,0.0000000000,0.4149688999,0.4820901891,0.5979111232,0.5723191453,0.5006177630,0.4707745891,0.4919648254,0.5523282755,0.5807549376,0.5283560236,0.5982183893,0.6100557153,0.5125202658,0.5245550298,0.5720741535,0.5573098036,0.5865761973,0.6232416257,0.5865958058,0.6096640280,0.5250055450,0.5204072976,0.5783006321,0.5074089053,0.5165883116,0.5895950873,0.5220597945,0.5381666906,0.6395625225,0.4929391420,0.5801869654,0.4943249160
0.4498574426,0.5007581487,0.4954141933,0.3993636421,0.4383882973,0.4149688999,0.0000000000,0.4443220585,0.5411141771,0.5097727869,0.4816006799,0.4740349278,0.4396161838,0.4859150951,0.4844453884,0.4985136152,0.5146752894,0.5216092132,0.4669195106,0.5009339666,0.4945001109,0.4992288924,0.5130558861,0.5605461975,0.5260354946,0.5381135452,0.5277284696,0.5197973261,0.5604249509,0.5118542006,0.5155539475,0.5579110007,0.5292049916,0.5188336684,0.5793567676,0.4781742766,0.6268731225,0.5112351091
0.4787300471,0.5069382004,0.4861834319,0.4647800480,0.4565353435,0.4820901891,0.4443220585,0.0000000000,0.5458370759,0.4941539643,0.4808720159,0.4667764870,0.4482248165,0.4678441836,0.4880781649,0.4847349832,0.4987030611,0.5008390811,0.4724495430,0.4913686132,0.5131725958,0.5104509620,0.5290254531,0.5539090321,0.5557474899,0.5551158465,0.5463484363,0.5366351926,0.5884199720,0.5540095819,0.5526370867,0.5863947934,0.5735122939,0.5732387337,0.5709115234,0.5331298164,0.6751574432,0.5322733447
0.5302136880,0.5220091981,0.5064002695,0.5085247546,0.5429434758,0.5979111232,0.5411141771,0.5458370759,0.0000000000,0.4556453107,0.5020935731,0.5097547923,0.5239402503,0.5241640788,0.5366048734,0.5250492599,0.5656440607,0.5765229198,0.5111871916,0.5284263026,0.5720273568,0.5548837064,0.5932902191,0.4980075154,0.5035199388,0.5159277846,0.5037519252,0.5102580390,0.5101867174,0.5441843374,0.5447481405,0.5218548365,0.5087083862,0.4991412349,0.5271817329,0.5836835168,0.6469398201,0.5839399006
0.5276763844,0.5160335535,0.5033987975,0.5245933542,0.5425645728,0.5723191453,0.5097727869,0.4941539643,0.4556453107,0.0000000000,0.5036668759,0.5059319963,0.4974648962,0.4628740526,0.4802656691,0.5031088637,0.5203039725,0.5206891033,0.4700475777,0.5060288520,0.5392339271,0.5447332100,0.5733177955,0.4881071802,0.5665185079,0.5572131369,0.5318601648,0.5594156384,0.6143902317,0.5668844469,0.5691814623,0.5723970807,0.5753730419,0.5647264891,0.5455342992,0.6192670688,0.6620162157,0.5865060673
