0.0000000000,0.0286877621,0.0305366367,0.0137083810,0.0154705279,0.0141140354,0.0117372882,0.0159576455,0.0292855131,0.0388025636,0.0286703244,0.0305189689,0.0093152928,0.0262686200,0.0303193065,0.0283824051,0.0242084710,0.0240975226,0.0287145342,0.0249684479,0.0280201528,0.0255906399,0.0280785759,0.0374307133,0.0123452322,0.0303237606,0.0287581927,0.0191607131,0.0137618874,0.0140558308,0.0155163283,0.0369099731,0.0153539341,0.0216655178,0.0425776571,0.0127190538,0.0171443924,0.0154896340
0.0286877621,0.0000000000,0.0086389524,0.0262706058,0.0270110936,0.0216914558,0.0267587532,0.0193281856,0.0175821068,0.0241182382,0.0072968936,0.0099857664,0.0240026493,0.0226086608,0.0208802770,0.0227105338,0.0248190052,0.0245184512,0.0197822308,0.0222861485,0.0198879897,0.0269007366,0.0202637730,0.0303850970,0.0276898298,0.0335160805,0.0315561691,0.0301616931,0.0309376338,0.0253209800,0.0183393294,0.0245788606,0.0181719928,0.0166872556,0.0263056578,0.0297888518,0.0301620156,0.0319037624
0.0305366367,0.0086389524,0.0000000000,0.0262884663,0.0268148505,0.0216351081,0.0267700080,0.0192802894,0.0175307919,0.0241476344,0.0074232811,0.0097258352,0.0256486263,0.0230253412,0.0209414270,0.0223629688,0.0224742755,0.0222831810,0.0195156385,0.0217273358,0.0196230381,0.0260654993,0.0198156506,0.0303521760,0.0280834949,0.0344366663,0.0312705907,0.0323891376,0.0329902200,0.0258251177,0.0184791129,0.0261299643,0.0181916895,0.0144582912,0.0270330666,0.0297622903,0.0301822766,0.0318914925
0.0137083810,0.0262706058,0.0262884663,0.0000000000,0.0120985336,0.0127616601,0.0134544602,0.0187366758,0.0298797078,0.0424239096,0.0262745658,0.0263010478,0.0121115933,0.0298725352,0.0326086799,0.0319602950,0.0233360175,0.0232043529,0.0233894470,0.0232802159,0.0310768968,0.0267934976,0.0310561163,0.0384302345,0.0135859692,0.0323117891,0.0310695254,0.0187513785,0.0148229586,0.0164086500,0.0134850801,0.0403797428,0.0129245090,0.0227730625,0.0455729968,0.0125322440,0.0182450867,0.0174425259
0.0154705279,0.0270110936,0.0268148505,0.0120985336,0.0000000000,0.0173243371,0.0160393574,0.0144479182,0.0290894998,0.0436195493,0.0270790866,0.0269405917,0.0124038985,0.0290340868,0.0302859232,0.0339803406,0.0247107052,0.0246474977,0.0251335572,0.0260295087,0.0325394214,0.0279027443,0.0325066456,0.0374293858,0.0133204209,0.0304801328,0.0284539163,0.0135145667,0.0138605547,0.0160328185,0.0141176000,0.0368093096,0.0158499955,0.0168026862,0.0422505730,0.0110106234,0.0153428962,0.0169260844
0.0141140354,0.0216914558,0.0216351081,0.0127616601,0.0173243371,0.0000000000,0.0111312171,0.0176931437,0.0281981001,0.0365373735,0.0216295254,0.0217031441,0.0132109968,0.0241467173,0.0252265227,0.0254972792,0.0185453312,0.0182524473,0.0176286519,0.0143574722,0.0250007954,0.0195228189,0.0249857825,0.0310242461,0.0172172705,0.0303511487,0.0288886107,0.0218256870,0.0203153756,0.0151789576,0.0138047978,0.0346753747,0.0129176043,0.0213917312,0.0404511221,0.0139409777,0.0192571646,0.0195535483
0.0117372882,0.0267587532,0.0267700080,0.0134544602,0.0160393574,0.0111312171,0.0000000000,0.0182543701,0.0301614805,0.0429185869,0.0267597451,0.0267341306,0.0118933769,0.0303256377,0.0330630951,0.0322289546,0.0199086475,0.0197621353,0.0232418056,0.0207609656,0.0314874472,0.0234670479,0.0315082024,0.0388323903,0.0133281190,0.0319402005,0.0313684393,0.0208117094,0.0157316051,0.0159083879,0.0130039950,0.0409402336,0.0118585947,0.0239477726,0.0456512236,0.0141089342,0.0187743369,0.0171423277
0.0159576455,0.0193281856,0.0192802894,0.0187366758,0.0144479182,0.0176931437,0.0182543701,0.0000000000,0.0197861378,0.0357075454,0.0191540717,0.0190627975,0.0136580404,0.0241921938,0.0261663847,0.0256295095,0.0205985556,0.0203540509,0.0189402972,0.0181980179,0.0252811667,0.0224554015,0.0252362297,0.0328000913,0.0176670042,0.0306686731,0.0228513591,0.0176088833,0.0196142059,0.0187701259,0.0164795229,0.0280695345,0.0182509924,0.0151038538,0.0337324578,0.0184972972,0.0186174831,0.0183255719
0.0292855131,0.0175821068,0.0175307919,0.0298797078,0.0290894998,0.0281981001,0.0301614805,0.0197861378,0.0000000000,0.0212815620,0.0175220001,0.0177934821,0.0287092384,0.0226517909,0.0257347701,0.0283438568,0.0281425665,0.0278584082,0.0251287252,0.0289195268,0.0282715846,0.0293760969,0.0282794206,0.0331099393,0.0306116281,0.0326371893,0.0257572352,0.0262062725,0.0305717371,0.0262340718,0.0278399403,0.0210259074,0.0277733100,0.0136327218,0.0254851508,0.0320135086,0.0296301441,0.0310395198
0.0388025636,0.0241182382,0.0241476344,0.0424239096,0.0436195493,0.0365373735,0.0429185869,0.0357075454,0.0212815620,0.0000000000,0.0241266841,0.0240993650,0.0386498586,0.0156103216,0.0238019538,0.0200058118,0.0319695283,0.0319379589,0.0206160885,0.0295654183,0.0157343217,0.0241435238,0.0199898101,0.0327579462,0.0437525588,0.0332870070,0.0317202768,0.0371709227,0.0437789917,0.0340553494,0.0339851628,0.0260272749,0.0340560610,0.0305780360,0.0284927330,0.0463929776,0.0454271224,0.0472920143
